timestamp,date,sales,revenue,product_category,region,average_price,units_sold,customer_satisfaction,comments,conversion_rate,return_rate,inventory_level,marketing_spend,discount_percentage,shipping_time_days
2024-02-09,2024-02-09,160,25706.47,Sports,South,153.14,160,1.7,Disappointed with the quality,0.038,0.071,981,987.04,0.21,2
2024-02-10,2024-02-10,175,5364.96,Clothing,North,29.45,175,2.5,"Average product, nothing special",0.035,0.049,493,379.33,0.23,6
2024-02-11,2024-02-11,169,2939.7,Books,South,16.99,169,2.0,Shipping was delayed but product is good,0.013,0.034,920,669.86,0.22,2
2024-02-12,2024-02-12,133,2531.61,Clothing,South,18.8,133,1.6,Not worth the price,0.043,0.031,687,464.68,0.18,1
2024-02-13,2024-02-13,131,62092.28,Electronics,West,459.3,131,5.0,Mediocre at best,0.018,0.034,696,968.9,0.27,4
2024-02-14,2024-02-14,171,5963.31,Clothing,Central,33.33,171,1.7,"Average product, nothing special",0.022,0.019,344,834.36,0.11,1
2024-02-15,2024-02-15,144,70200.11,Electronics,Central,491.62,144,1.7,Broke after a week of use,0.049,0.084,353,163.06,0.02,1
2024-02-16,2024-02-16,136,26329.13,Home & Garden,North,187.18,136,2.8,"Average product, nothing special",0.038,0.076,256,425.09,0.19,1
2024-02-17,2024-02-17,160,18554.85,Home & Garden,East,116.26,160,4.3,Excellent service and fast delivery,0.027,0.082,635,897.94,0.12,4
2024-02-18,2024-02-18,152,10403.93,Clothing,East,71.35,152,1.1,Not worth the price,0.045,0.031,290,762.43,0.1,4
2024-02-19,2024-02-19,167,83402.48,Electronics,East,481.89,167,2.6,"Product as described, satisfied",0.04,0.023,107,117.98,0.18,3
2024-02-20,2024-02-20,133,2900.57,Home & Garden,Central,21.34,133,2.8,Good value for money,0.039,0.031,831,629.59,0.06,2
2024-02-21,2024-02-21,150,18595.69,Clothing,East,127.04,150,4.5,Excellent service and fast delivery,0.037,0.05,539,283.83,0.19,3
2024-02-22,2024-02-22,132,7070.84,Toys,North,53.22,132,4.7,"Great product, highly recommend!",0.042,0.051,746,627.61,0.15,2
2024-02-23,2024-02-23,194,12258.84,Home & Garden,East,64.25,194,4.8,Best purchase this year,0.031,0.067,588,216.44,0.11,1
2024-02-24,2024-02-24,173,12667.47,Clothing,South,75.33,173,1.7,Would not recommend to others,0.026,0.093,739,477.03,0.16,1
2024-02-25,2024-02-25,173,12209.84,Toys,West,69.98,173,1.4,Would not recommend to others,0.049,0.026,683,320.91,0.22,5
2024-02-26,2024-02-26,188,17640.0,Clothing,North,97.96,188,2.3,Good value for money,0.02,0.099,450,759.35,0.21,2
2024-02-27,2024-02-27,139,23892.27,Electronics,East,176.58,139,1.1,Broke after a week of use,0.045,0.097,407,404.66,0.0,5
2024-02-28,2024-02-28,131,7816.64,Sports,West,57.99,131,3.5,Okay product but overpriced,0.012,0.066,378,431.85,0.23,5
2024-02-29,2024-02-29,135,26414.86,Home & Garden,East,190.49,135,2.9,Okay product but overpriced,0.046,0.092,178,942.84,0.25,5
2024-03-01,2024-03-01,194,78300.39,Electronics,North,412.3,194,4.8,Excellent service and fast delivery,0.012,0.023,583,618.21,0.19,1
2024-03-02,2024-03-02,124,1390.15,Books,West,11.78,124,3.3,"Average product, nothing special",0.047,0.07,840,111.95,0.16,3
2024-03-03,2024-03-03,187,6172.68,Home & Garden,North,33.0,187,4.1,"Great product, highly recommend!",0.029,0.023,683,255.15,0.26,4
2024-03-04,2024-03-04,158,73062.5,Electronics,West,483.05,158,3.5,Okay product but overpriced,0.02,0.082,836,981.05,0.15,3
2024-03-05,2024-03-05,133,4393.74,Clothing,Central,32.88,133,1.4,Disappointed with the quality,0.027,0.087,870,189.31,0.03,2
2024-03-06,2024-03-06,143,7414.44,Sports,South,54.0,143,3.5,Good value for money,0.024,0.081,310,675.28,0.07,5
2024-03-07,2024-03-07,131,7078.1,Sports,Central,53.53,131,1.5,Not worth the price,0.027,0.024,730,782.98,0.03,4
2024-03-08,2024-03-08,153,37675.78,Sports,North,235.64,153,3.1,"Average product, nothing special",0.026,0.086,543,524.71,0.15,6
2024-03-09,2024-03-09,156,18048.97,Sports,North,115.79,156,3.3,"Product as described, satisfied",0.02,0.081,537,400.64,0.03,2
2024-03-10,2024-03-10,161,3560.78,Books,West,22.2,161,2.2,Shipping was delayed but product is good,0.011,0.039,589,596.54,0.11,3
2024-03-11,2024-03-11,134,3276.33,Books,Central,25.09,134,2.8,Shipping was delayed but product is good,0.04,0.029,738,119.03,0.13,5
2024-03-12,2024-03-12,146,45410.48,Electronics,South,303.68,146,1.2,Broke after a week of use,0.044,0.028,886,417.28,0.22,2
2024-03-13,2024-03-13,114,1716.27,Books,West,15.07,114,1.3,Broke after a week of use,0.018,0.095,978,438.63,0.28,4
2024-03-14,2024-03-14,127,48766.13,Electronics,West,366.08,127,2.1,Okay product but overpriced,0.037,0.015,202,103.53,0.3,5
2024-03-15,2024-03-15,144,11648.18,Clothing,Central,83.81,144,2.1,"Average product, nothing special",0.025,0.078,585,169.74,0.01,1
2024-03-16,2024-03-16,173,33501.15,Home & Garden,East,187.97,173,2.9,Okay product but overpriced,0.024,0.02,888,804.84,0.05,4
2024-03-17,2024-03-17,199,26581.14,Home & Garden,Central,132.52,199,3.2,Shipping was delayed but product is good,0.012,0.016,268,129.22,0.22,5
2024-03-18,2024-03-18,110,45953.7,Electronics,Central,426.24,110,2.0,Disappointed with the quality,0.025,0.033,540,466.67,0.3,1
2024-03-19,2024-03-19,158,11136.66,Electronics,North,73.77,158,4.3,Mediocre at best,0.03,0.057,605,253.73,0.06,2
2024-03-20,2024-03-20,112,6780.42,Home & Garden,South,57.82,112,1.1,Not worth the price,0.042,0.081,367,222.06,0.04,5
2024-03-21,2024-03-21,169,20784.75,Clothing,North,120.67,169,1.6,"Average product, nothing special",0.02,0.086,288,165.27,0.21,3
2024-03-22,2024-03-22,136,5116.72,Books,South,36.01,136,2.0,"Product as described, satisfied",0.023,0.046,146,546.86,0.04,3
2024-03-23,2024-03-23,168,25804.23,Home & Garden,Central,159.11,168,2.5,"Product as described, satisfied",0.025,0.024,818,736.51,0.06,3
2024-03-24,2024-03-24,139,48491.49,Electronics,South,332.69,139,4.1,"Great product, highly recommend!",0.026,0.062,920,598.69,0.05,3
2024-03-25,2024-03-25,147,25898.75,Sports,West,169.95,147,4.6,"Great product, highly recommend!",0.047,0.019,589,766.46,0.23,4
2024-03-26,2024-03-26,164,64274.69,Electronics,Central,408.84,164,2.9,Okay product but overpriced,0.017,0.04,116,460.3,0.16,4
2024-03-27,2024-03-27,138,16980.25,Clothing,East,127.9,138,4.4,Love it! Perfect for my needs,0.016,0.098,858,550.79,0.29,1
2024-03-28,2024-03-28,120,42197.49,Electronics,South,337.2,120,1.3,Disappointed with the quality,0.032,0.063,687,330.1,0.11,6
2024-03-29,2024-03-29,169,73203.57,Electronics,East,422.09,169,3.9,"Average product, nothing special",0.018,0.061,880,488.9,0.29,3
2024-03-30,2024-03-30,183,40476.84,Electronics,West,225.25,183,4.5,Mediocre at best,0.045,0.042,174,752.1,0.09,5
2024-03-31,2024-03-31,179,18989.25,Home & Garden,South,107.35,179,2.8,Good value for money,0.025,0.043,573,827.92,0.11,4
2024-04-01,2024-04-01,136,7289.73,Clothing,Central,51.37,136,3.9,"Average product, nothing special",0.033,0.068,126,656.29,0.15,4
2024-04-02,2024-04-02,124,4492.25,Home & Garden,West,34.67,124,2.6,"Product as described, satisfied",0.029,0.015,133,745.46,0.16,4
2024-04-03,2024-04-03,122,45529.92,Electronics,Central,385.14,122,2.8,Good value for money,0.021,0.032,680,685.87,0.25,3
2024-04-04,2024-04-04,150,26222.49,Electronics,South,173.15,150,3.8,"Product as described, satisfied",0.01,0.057,133,612.31,0.28,6
2024-04-05,2024-04-05,216,22519.29,Home & Garden,South,102.48,216,1.3,"Average product, nothing special",0.029,0.032,522,509.92,0.17,3
2024-04-06,2024-04-06,184,51742.92,Electronics,North,276.67,184,2.4,Good value for money,0.047,0.092,288,135.48,0.22,5
2024-04-07,2024-04-07,169,7728.45,Books,East,45.59,169,1.1,Not worth the price,0.02,0.051,665,601.53,0.22,2
2024-04-08,2024-04-08,147,5404.13,Home & Garden,Central,35.87,147,3.8,Shipping was delayed but product is good,0.05,0.035,548,396.58,0.13,6
2024-04-09,2024-04-09,133,18505.28,Clothing,West,134.13,133,1.2,"Average product, nothing special",0.046,0.04,383,560.88,0.28,1
2024-04-10,2024-04-10,139,23483.05,Home & Garden,West,174.18,139,2.7,Good value for money,0.025,0.092,785,554.6,0.3,3
2024-04-11,2024-04-11,141,22878.46,Electronics,East,168.02,141,4.8,Mediocre at best,0.041,0.034,631,749.3,0.28,6
2024-04-12,2024-04-12,173,27728.05,Home & Garden,West,159.44,173,1.5,Would not recommend to others,0.015,0.058,341,118.93,0.22,1
2024-04-13,2024-04-13,185,21620.97,Home & Garden,Central,117.05,185,1.3,"Average product, nothing special",0.032,0.086,997,487.31,0.1,6
2024-04-14,2024-04-14,158,49286.37,Electronics,West,326.94,158,2.4,Shipping was delayed but product is good,0.021,0.072,953,341.24,0.24,1
2024-04-15,2024-04-15,173,5807.6,Home & Garden,North,32.7,173,3.6,Okay product but overpriced,0.043,0.068,972,742.56,0.28,4
2024-04-16,2024-04-16,110,31937.49,Electronics,North,287.68,110,2.9,Shipping was delayed but product is good,0.035,0.011,275,542.2,0.29,3
2024-04-17,2024-04-17,137,19954.93,Home & Garden,East,148.65,137,2.6,Okay product but overpriced,0.019,0.097,217,434.65,0.01,2
2024-04-18,2024-04-18,126,5298.42,Clothing,East,42.16,126,1.0,Broke after a week of use,0.013,0.083,794,923.62,0.26,5
2024-04-19,2024-04-19,204,84519.94,Electronics,North,402.28,204,3.0,Good value for money,0.019,0.086,754,982.69,0.05,2
2024-04-20,2024-04-20,139,54073.98,Electronics,Central,406.64,139,5.0,Excellent service and fast delivery,0.011,0.085,428,857.45,0.17,6
2024-04-21,2024-04-21,147,1485.46,Books,North,10.36,147,3.7,Shipping was delayed but product is good,0.046,0.051,646,269.65,0.24,6
2024-04-22,2024-04-22,128,35108.37,Electronics,Central,272.67,128,3.0,"Average product, nothing special",0.016,0.05,400,569.65,0.18,1
2024-04-23,2024-04-23,173,18386.96,Clothing,South,111.26,173,4.0,"Great product, highly recommend!",0.048,0.032,391,265.43,0.17,1
2024-04-24,2024-04-24,161,23153.54,Home & Garden,Central,145.46,161,2.7,Okay product but overpriced,0.032,0.011,170,893.13,0.02,5
2024-04-25,2024-04-25,129,2705.24,Books,West,20.83,129,4.5,Mediocre at best,0.048,0.077,177,702.24,0.12,3
2024-04-26,2024-04-26,164,22197.71,Electronics,South,135.98,164,2.2,"Average product, nothing special",0.025,0.087,774,345.08,0.04,2
2024-04-27,2024-04-27,143,4802.54,Books,West,33.26,143,2.5,Shipping was delayed but product is good,0.042,0.057,205,216.16,0.16,6
2024-04-28,2024-04-28,191,82161.45,Electronics,West,441.29,191,1.1,Would not recommend to others,0.014,0.076,279,434.14,0.15,5
2024-04-29,2024-04-29,141,32968.0,Electronics,West,232.86,141,4.3,"Great product, highly recommend!",0.017,0.083,723,600.28,0.21,3
2024-04-30,2024-04-30,138,48916.42,Electronics,West,349.59,138,2.4,"Average product, nothing special",0.046,0.063,176,504.82,0.23,5
2024-05-01,2024-05-01,126,22608.92,Home & Garden,East,181.05,126,4.6,Amazing! Will buy again,0.046,0.072,873,179.9,0.26,2
2024-05-02,2024-05-02,122,18762.66,Electronics,South,157.72,122,2.3,Good value for money,0.015,0.037,615,497.67,0.1,5
2024-05-03,2024-05-03,166,33208.46,Sports,West,195.28,166,1.6,"Average product, nothing special",0.015,0.041,826,321.71,0.02,1
2024-05-04,2024-05-04,153,25784.78,Sports,East,167.6,153,3.1,Okay product but overpriced,0.036,0.031,877,378.43,0.21,1
2024-05-05,2024-05-05,172,13716.71,Home & Garden,West,83.31,172,4.2,Mediocre at best,0.019,0.071,822,605.69,0.22,4
2024-05-06,2024-05-06,150,25016.07,Home & Garden,North,165.59,150,4.0,Shipping was delayed but product is good,0.025,0.037,513,836.17,0.28,4
2024-05-07,2024-05-07,127,16925.67,Clothing,North,136.94,127,3.8,Okay product but overpriced,0.043,0.087,473,180.41,0.13,2
2024-05-08,2024-05-08,113,46391.29,Electronics,East,397.52,113,2.7,"Average product, nothing special",0.034,0.018,403,180.73,0.29,5
2024-05-09,2024-05-09,177,10498.26,Home & Garden,North,60.25,177,1.6,"Average product, nothing special",0.033,0.095,103,314.31,0.28,2
2024-05-10,2024-05-10,186,56894.14,Electronics,Central,306.58,186,5.0,Love it! Perfect for my needs,0.037,0.017,993,467.1,0.09,4
2024-05-11,2024-05-11,117,10349.54,Electronics,Central,88.91,117,4.3,"Great product, highly recommend!",0.033,0.1,358,352.41,0.05,1
2024-05-12,2024-05-12,192,81811.88,Electronics,West,406.78,192,1.9,Poor customer service experience,0.045,0.04,201,883.02,0.19,1
2024-05-13,2024-05-13,152,10848.6,Home & Garden,South,71.71,152,5.0,"Great product, highly recommend!",0.012,0.042,533,552.82,0.09,5
2024-05-14,2024-05-14,152,37162.93,Sports,East,236.21,152,3.2,Shipping was delayed but product is good,0.043,0.037,458,385.22,0.14,2
2024-05-15,2024-05-15,128,2889.49,Books,West,22.51,128,1.2,Broke after a week of use,0.014,0.03,517,489.93,0.24,5
2024-05-16,2024-05-16,142,11681.0,Home & Garden,West,80.07,142,1.2,Would not recommend to others,0.011,0.082,529,217.79,0.07,6
2024-05-17,2024-05-17,137,25355.55,Sports,South,184.7,137,4.9,"Great product, highly recommend!",0.049,0.029,829,277.52,0.06,5
2024-05-18,2024-05-18,137,25741.52,Home & Garden,Central,187.68,137,4.7,Amazing! Will buy again,0.046,0.024,429,657.21,0.05,6
2024-05-19,2024-05-19,134,2142.2,Books,East,16.68,134,4.6,Excellent service and fast delivery,0.018,0.047,503,639.11,0.02,2
2024-05-20,2024-05-20,157,6925.19,Books,West,46.34,157,2.3,Okay product but overpriced,0.035,0.035,918,670.5,0.02,6
2024-05-21,2024-05-21,144,1850.51,Books,North,13.11,144,2.6,Good value for money,0.017,0.062,962,552.77,0.02,4
2024-05-22,2024-05-22,130,54833.97,Electronics,Central,435.17,130,1.8,Would not recommend to others,0.041,0.034,790,285.3,0.1,3
2024-05-23,2024-05-23,118,5498.69,Books,South,47.27,118,1.6,Not worth the price,0.03,0.051,910,937.0,0.12,3
2024-05-24,2024-05-24,115,23321.23,Sports,Central,206.51,115,2.7,"Average product, nothing special",0.019,0.028,134,679.03,0.08,1
2024-05-25,2024-05-25,181,74239.96,Electronics,Central,410.86,181,2.7,Good value for money,0.049,0.028,293,362.68,0.05,3
2024-05-26,2024-05-26,158,5706.58,Books,North,34.61,158,1.2,Poor customer service experience,0.018,0.061,653,135.6,0.12,4
2024-05-27,2024-05-27,132,12808.94,Clothing,North,101.15,132,2.7,"Product as described, satisfied",0.015,0.095,527,385.53,0.23,3
2024-05-28,2024-05-28,157,66343.8,Electronics,North,415.39,157,1.2,Poor customer service experience,0.033,0.079,222,305.8,0.26,1
2024-05-29,2024-05-29,132,9908.9,Clothing,South,78.96,132,4.3,Mediocre at best,0.024,0.059,709,732.37,0.29,4
2024-05-30,2024-05-30,147,27606.29,Home & Garden,East,191.67,147,1.5,Poor customer service experience,0.044,0.043,694,523.73,0.06,4
2024-05-31,2024-05-31,160,37519.17,Electronics,East,236.0,160,4.0,Shipping was delayed but product is good,0.043,0.079,134,274.72,0.16,6
2024-06-01,2024-06-01,130,27697.34,Sports,West,214.57,130,2.9,Okay product but overpriced,0.016,0.013,952,316.64,0.07,1
2024-06-02,2024-06-02,174,6012.65,Books,South,33.19,174,2.4,Okay product but overpriced,0.035,0.013,268,848.12,0.23,3
2024-06-03,2024-06-03,120,13564.46,Home & Garden,Central,116.04,120,1.8,Poor customer service experience,0.02,0.083,351,272.37,0.15,6
2024-06-04,2024-06-04,120,10494.58,Electronics,West,85.34,120,3.2,"Product as described, satisfied",0.043,0.096,813,643.42,0.15,1
2024-06-05,2024-06-05,124,5611.67,Toys,Central,44.51,124,2.1,"Product as described, satisfied",0.033,0.063,501,852.51,0.08,3
2024-06-06,2024-06-06,137,18904.02,Home & Garden,South,139.45,137,3.6,Shipping was delayed but product is good,0.016,0.094,444,756.57,0.01,2
2024-06-07,2024-06-07,158,29347.05,Home & Garden,East,178.09,158,2.9,Good value for money,0.03,0.021,822,322.27,0.27,6
2024-06-08,2024-06-08,152,4813.43,Books,East,30.81,152,1.5,Poor customer service experience,0.034,0.013,547,239.36,0.05,3
2024-06-09,2024-06-09,115,15205.28,Home & Garden,East,132.17,115,1.7,Broke after a week of use,0.033,0.067,601,764.47,0.1,5
2024-06-10,2024-06-10,132,13462.98,Home & Garden,East,107.15,132,3.6,Good value for money,0.035,0.038,177,181.84,0.28,5
2024-06-11,2024-06-11,148,32203.33,Electronics,East,210.53,148,1.2,Would not recommend to others,0.019,0.09,108,281.26,0.29,4
2024-06-12,2024-06-12,113,8825.33,Electronics,Central,80.15,113,4.5,Best purchase this year,0.027,0.075,926,467.24,0.06,4
2024-06-13,2024-06-13,98,4212.74,Books,South,42.17,98,3.3,Okay product but overpriced,0.046,0.021,580,891.52,0.12,3
2024-06-14,2024-06-14,144,26346.47,Electronics,Central,175.16,144,2.1,Okay product but overpriced,0.028,0.07,245,537.8,0.22,6
2024-06-15,2024-06-15,109,11991.88,Clothing,East,105.32,109,1.5,Poor customer service experience,0.041,0.034,940,747.96,0.23,2
2024-06-16,2024-06-16,174,21925.75,Home & Garden,Central,131.21,174,4.8,Amazing! Will buy again,0.046,0.034,840,566.49,0.14,2
2024-06-17,2024-06-17,122,18707.01,Home & Garden,West,151.38,122,3.8,Shipping was delayed but product is good,0.038,0.015,873,512.43,0.08,2
2024-06-18,2024-06-18,128,23566.78,Home & Garden,East,179.63,128,1.4,Poor customer service experience,0.029,0.099,793,289.48,0.15,2
2024-06-19,2024-06-19,150,23408.02,Home & Garden,South,160.42,150,4.7,Excellent service and fast delivery,0.034,0.044,551,644.56,0.17,3
2024-06-20,2024-06-20,132,6860.08,Home & Garden,West,51.75,132,1.5,Broke after a week of use,0.041,0.094,952,432.12,0.04,4
2024-06-21,2024-06-21,122,55957.38,Electronics,West,470.29,122,2.6,"Product as described, satisfied",0.025,0.082,510,253.69,0.08,4
2024-06-22,2024-06-22,163,54153.19,Electronics,East,325.25,163,4.8,"Great product, highly recommend!",0.046,0.095,320,218.41,0.09,6
2024-06-23,2024-06-23,125,11405.88,Toys,West,87.34,125,2.7,Okay product but overpriced,0.01,0.05,141,589.49,0.1,3
2024-06-24,2024-06-24,155,20369.43,Clothing,South,132.29,155,4.3,Love it! Perfect for my needs,0.046,0.021,578,356.06,0.01,5
2024-06-25,2024-06-25,143,9127.96,Sports,North,61.65,143,4.7,Love it! Perfect for my needs,0.021,0.091,388,597.1,0.02,1
2024-06-26,2024-06-26,125,9085.34,Clothing,Central,75.0,125,3.7,"Product as described, satisfied",0.01,0.083,171,272.34,0.12,3
2024-06-27,2024-06-27,164,12927.9,Home & Garden,East,77.73,164,1.1,Broke after a week of use,0.027,0.089,371,185.1,0.23,4
2024-06-28,2024-06-28,96,2880.68,Home & Garden,West,29.64,96,1.8,Disappointed with the quality,0.03,0.059,355,953.58,0.25,5
2024-06-29,2024-06-29,134,12655.19,Electronics,Central,97.76,134,4.9,"Great product, highly recommend!",0.016,0.054,427,675.45,0.04,3
2024-06-30,2024-06-30,130,60851.02,Electronics,North,449.49,130,4.3,Love it! Perfect for my needs,0.022,0.081,128,970.18,0.16,2
2024-07-01,2024-07-01,159,4846.46,Home & Garden,West,31.95,159,3.6,"Product as described, satisfied",0.028,0.095,321,578.88,0.14,5
2024-07-02,2024-07-02,124,17418.61,Electronics,South,137.21,124,1.8,Would not recommend to others,0.033,0.029,875,947.97,0.16,3
2024-07-03,2024-07-03,113,8307.55,Electronics,West,72.4,113,3.1,Good value for money,0.048,0.046,724,540.39,0.15,2
2024-07-04,2024-07-04,133,14544.43,Home & Garden,East,104.74,133,2.3,"Average product, nothing special",0.012,0.055,590,251.6,0.23,6
2024-07-05,2024-07-05,158,2883.49,Books,West,17.88,158,2.8,Shipping was delayed but product is good,0.032,0.086,532,435.89,0.15,4
2024-07-06,2024-07-06,166,76605.29,Electronics,North,455.41,166,1.4,Would not recommend to others,0.034,0.021,170,574.58,0.12,4
2024-07-07,2024-07-07,133,34024.7,Electronics,Central,243.94,133,3.2,"Average product, nothing special",0.037,0.039,185,978.28,0.09,3
2024-07-08,2024-07-08,153,2815.38,Clothing,East,18.33,153,2.1,Okay product but overpriced,0.012,0.025,905,717.42,0.07,1
2024-07-09,2024-07-09,125,11377.06,Clothing,West,92.28,125,1.9,Would not recommend to others,0.037,0.097,258,637.4,0.13,3
2024-07-10,2024-07-10,123,52046.15,Electronics,North,421.31,123,2.2,Shipping was delayed but product is good,0.017,0.018,742,276.61,0.21,3
2024-07-11,2024-07-11,109,10930.56,Home & Garden,North,104.45,109,2.2,Shipping was delayed but product is good,0.037,0.07,357,514.09,0.06,2
2024-07-12,2024-07-12,125,55147.33,Electronics,East,453.54,125,2.1,"Product as described, satisfied",0.015,0.068,167,220.78,0.19,3
2024-07-13,2024-07-13,121,11085.25,Clothing,North,90.25,121,1.5,Not worth the price,0.031,0.049,341,643.6,0.26,6
2024-07-14,2024-07-14,135,9172.42,Clothing,North,69.64,135,2.9,Okay product but overpriced,0.025,0.092,431,436.1,0.12,6
2024-07-15,2024-07-15,141,14244.59,Clothing,North,97.91,141,1.2,Would not recommend to others,0.045,0.056,458,547.45,0.2,1
2024-07-16,2024-07-16,132,15968.8,Sports,South,125.52,132,2.8,Okay product but overpriced,0.03,0.046,710,478.81,0.29,4
2024-07-17,2024-07-17,118,5757.9,Sports,North,49.61,118,3.3,"Average product, nothing special",0.044,0.017,165,865.29,0.06,5
2024-07-18,2024-07-18,110,17999.31,Home & Garden,East,169.92,110,3.2,Good value for money,0.048,0.047,394,646.02,0.28,6
2024-07-19,2024-07-19,110,1337.92,Toys,East,12.03,110,4.3,"Great product, highly recommend!",0.021,0.032,808,150.74,0.11,4
2024-07-20,2024-07-20,106,16202.52,Home & Garden,East,151.15,106,3.3,"Average product, nothing special",0.032,0.068,333,176.18,0.04,2
2024-07-21,2024-07-21,144,25377.17,Home & Garden,South,171.28,144,2.4,Okay product but overpriced,0.026,0.045,272,155.09,0.18,6
2024-07-22,2024-07-22,122,8448.66,Electronics,Central,71.01,122,4.3,Excellent service and fast delivery,0.038,0.095,468,695.77,0.14,4
2024-07-23,2024-07-23,127,6871.72,Home & Garden,Central,53.95,127,4.2,Love it! Perfect for my needs,0.039,0.07,202,748.55,0.15,6
2024-07-24,2024-07-24,141,1641.52,Books,South,12.21,141,2.5,"Product as described, satisfied",0.032,0.023,771,107.52,0.05,4
2024-07-25,2024-07-25,144,20322.75,Clothing,North,138.75,144,2.6,"Product as described, satisfied",0.01,0.021,581,707.62,0.13,5
2024-07-26,2024-07-26,119,4103.79,Home & Garden,West,33.35,119,3.9,Shipping was delayed but product is good,0.046,0.021,991,288.47,0.0,6
2024-07-27,2024-07-27,115,40643.49,Electronics,South,350.61,115,4.6,Best purchase this year,0.023,0.07,269,662.32,0.1,2
2024-07-28,2024-07-28,178,22986.38,Electronics,Central,130.48,178,2.0,Poor customer service experience,0.028,0.039,769,974.1,0.13,6
2024-07-29,2024-07-29,113,5465.51,Home & Garden,South,48.3,113,3.6,"Product as described, satisfied",0.046,0.05,911,775.6,0.15,4
2024-07-30,2024-07-30,140,65820.7,Electronics,East,492.62,140,2.3,Okay product but overpriced,0.035,0.015,121,505.02,0.1,3
2024-07-31,2024-07-31,141,17526.84,Electronics,East,124.12,141,1.8,Poor customer service experience,0.023,0.063,165,232.71,0.02,5
2024-08-01,2024-08-01,108,12816.78,Clothing,West,116.7,108,2.9,Good value for money,0.036,0.013,659,800.09,0.15,3
2024-08-02,2024-08-02,155,54536.19,Electronics,Central,339.26,155,2.4,"Average product, nothing special",0.041,0.061,894,575.03,0.16,4
2024-08-03,2024-08-03,113,15678.48,Clothing,North,145.23,113,4.8,Excellent service and fast delivery,0.031,0.065,534,184.29,0.23,5
2024-08-04,2024-08-04,155,27865.31,Electronics,East,187.81,155,4.5,Love it! Perfect for my needs,0.02,0.063,942,710.31,0.12,5
2024-08-05,2024-08-05,158,28305.58,Electronics,East,174.77,158,3.6,Shipping was delayed but product is good,0.024,0.014,127,598.76,0.23,4
2024-08-06,2024-08-06,142,4496.56,Sports,East,32.52,142,2.8,Okay product but overpriced,0.013,0.096,300,930.08,0.13,6
2024-08-07,2024-08-07,99,19028.36,Home & Garden,East,187.55,99,4.6,Love it! Perfect for my needs,0.016,0.019,482,940.31,0.16,4
2024-08-08,2024-08-08,129,6227.93,Electronics,West,50.36,129,3.5,"Product as described, satisfied",0.047,0.029,698,170.83,0.18,1
2024-08-09,2024-08-09,121,6802.59,Clothing,North,55.67,121,1.7,Poor customer service experience,0.04,0.037,696,242.45,0.21,1
2024-08-10,2024-08-10,132,8311.02,Home & Garden,West,64.5,132,4.5,Excellent service and fast delivery,0.046,0.028,652,178.95,0.12,5
2024-08-11,2024-08-11,136,13344.72,Clothing,East,99.33,136,1.4,Broke after a week of use,0.039,0.055,737,324.05,0.1,3
2024-08-12,2024-08-12,129,27290.65,Electronics,East,203.47,129,3.1,Shipping was delayed but product is good,0.028,0.013,891,111.71,0.28,3
2024-08-13,2024-08-13,102,47908.57,Electronics,North,465.9,102,3.2,"Average product, nothing special",0.019,0.049,687,754.42,0.0,6
2024-08-14,2024-08-14,104,15386.0,Electronics,West,155.11,104,1.5,Would not recommend to others,0.049,0.038,203,196.29,0.22,6
2024-08-15,2024-08-15,103,5847.78,Electronics,North,59.41,103,1.4,"Average product, nothing special",0.027,0.031,564,328.14,0.28,6
2024-08-16,2024-08-16,124,10299.15,Home & Garden,North,83.8,124,3.9,Shipping was delayed but product is good,0.028,0.087,949,402.35,0.17,1
2024-08-17,2024-08-17,124,30373.63,Electronics,West,236.06,124,1.6,Broke after a week of use,0.028,0.065,722,444.76,0.26,4
2024-08-18,2024-08-18,130,4307.29,Home & Garden,South,32.1,130,3.5,"Average product, nothing special",0.043,0.054,206,112.28,0.09,5
2024-08-19,2024-08-19,119,6484.71,Clothing,East,54.93,119,2.6,Shipping was delayed but product is good,0.019,0.022,277,149.8,0.06,1
2024-08-20,2024-08-20,136,7608.26,Clothing,South,57.71,136,2.4,"Product as described, satisfied",0.024,0.011,855,128.8,0.28,6
2024-08-21,2024-08-21,121,14098.45,Home & Garden,East,117.85,121,3.6,Shipping was delayed but product is good,0.012,0.015,511,594.66,0.27,1
2024-08-22,2024-08-22,109,7731.96,Sports,North,72.26,109,2.6,"Product as described, satisfied",0.016,0.055,821,497.38,0.15,6
2024-08-23,2024-08-23,121,10204.82,Clothing,East,81.21,121,3.3,Good value for money,0.019,0.034,822,139.73,0.3,1
2024-08-24,2024-08-24,116,8223.74,Clothing,North,68.29,116,2.7,Okay product but overpriced,0.031,0.014,102,320.32,0.2,1
2024-08-25,2024-08-25,155,37186.75,Electronics,East,234.93,155,1.7,Broke after a week of use,0.013,0.095,334,868.01,0.26,5
2024-08-26,2024-08-26,149,63156.81,Electronics,North,419.81,149,2.3,"Product as described, satisfied",0.021,0.021,558,626.73,0.11,3
2024-08-27,2024-08-27,148,19363.02,Home & Garden,East,135.38,148,2.5,"Average product, nothing special",0.016,0.066,755,938.72,0.08,6
2024-08-28,2024-08-28,112,37409.17,Electronics,South,321.36,112,3.1,Okay product but overpriced,0.037,0.085,235,134.73,0.26,2
2024-08-29,2024-08-29,105,26100.37,Electronics,South,260.81,105,2.1,"Product as described, satisfied",0.011,0.048,905,984.39,0.19,1
