"file","line_start","line_end","type","description","test_status","test_file","notes"
"docs_sphinx/installation.rst","59","64","bash","Using Docker","test_created","tests/snippet_tests_working/test_snippets_batch_38.py","Working test created with basic validation"
"docs_sphinx/installation.rst","72","85","bash","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","96","101","bash","---------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","106","114","bash","curl -fsSL https://ollama.ai/install.sh | sh","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","119","124","python","ollama pull codellama:7b","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","132","137","bash","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","145","150","bash","-----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","161","168","bash","---------","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","181","186","bash","----------","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","190","190","inline","Inline code: ~/.orchestrator/config.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","194","214","yaml","=============","test_created","tests/snippet_tests_working/test_snippets_batch_39.py","Working test created with basic validation"
"docs_sphinx/installation.rst","222","233","bash","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/installation.rst","241","266","python","======================","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/installation.rst","277","278","text","-------------","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/installation.rst","285","286","text","Solution: Ensure you're in the correct environment and have installed the package.","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/installation.rst","293","294","text","Solution: Start Ollama service with ``ollama serve``.","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/installation.rst","299","301","bash","Permission denied: '/home/user/.orchestrator'","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","48","100","yaml","- ``interact_with_page``","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","105","138","yaml","selector: "".result""","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","154","189","yaml","- ``search_images``","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","199","199","inline","Inline code: !python script.py","test_created","tests/snippet_tests_working/test_snippets_batch_40.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","207","233","yaml","- ``run_script``","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","238","282","yaml","working_dir: ""{{ execution.temp_dir }}""  # Optional: Working directory","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","302","367","yaml","- ``file_exists``","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","372","416","yaml","path: ""config/custom.yaml""               # Required: Path to check","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","436","507","yaml","- ``convert_format``","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","512","582","yaml","index: false","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","598","692","yaml","- ``validate_report``","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","697","784","yaml","citation_style: ""APA""","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","804","870","yaml","- ``reason_about``","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","889","898","yaml","- ``delete_data``","test_created","tests/snippet_tests_working/test_snippets_batch_41.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","913","927","yaml","- ``graphql_query``","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","936","1002","yaml","Research and Report Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","1008","1099","yaml","Data Processing Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","1110","1152","python","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/tool_reference.rst","1160","1175","python","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","14","67","yaml","==================","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","78","87","yaml","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","97","148","yaml","Inputs make pipelines reusable. Each input can have:","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","156","184","yaml","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","194","226","yaml","Steps are the core of your pipeline. Each step can use different patterns:","test_created","tests/snippet_tests_working/test_snippets_batch_42.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","231","257","yaml","length: <AUTO>Determine optimal length</AUTO>","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","262","284","yaml","depends_on: ""{{ ['combine', 'premium_analysis'] if inputs.tier == 'premium' else ['combine'] }}""","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","294","308","yaml","Orchestrator uses Jinja2 templating with extensions:","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","313","332","yaml","""{{ execution.run_id }}""","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","342","353","yaml","AUTO tags delegate decisions to AI models:","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","358","379","yaml","format: <AUTO>What's the best output format: json, csv, or parquet?</AUTO>","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","398","419","python","6. **Optimization**: Pipeline is optimized for execution","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","424","434","yaml","print(pipeline.get_estimated_cost())","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","445","464","yaml","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","470","498","yaml","Parallel Execution Groups","test_created","tests/snippet_tests_working/test_snippets_batch_43.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","504","521","yaml","Loops and Iteration","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","527","541","yaml","State Management","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","578","638","yaml","Data Processing Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/yaml_pipelines.rst","644","703","yaml","Multi-Source Research Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs/index.rst","27","28","bash","-----------","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs/index.rst","107","124","text","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","118","128","python","Basic Usage","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","134","151","python","Advanced Usage","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","159","168","python","================","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","194","194","inline","Inline code: ~/.orchestrator/config.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_44.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","198","215","yaml","=============","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","226","235","python","-------------","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","243","253","python","-----------------","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","261","273","python","==============","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","281","291","python","=========","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","302","308","python","Custom Control Systems","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","314","323","python","Custom Tools","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","329","335","python","Custom Models","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","343","356","python","=============","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","364","381","python","=======","test_created","tests/snippet_tests_working/test_snippets_batch_45.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","390","390","inline","Inline code: pip install py-orc","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/api/index.rst","395","395","inline","Inline code: ollama list","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","32","32","inline","Inline code: web_search.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","36","91","yaml","---------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","97","117","python","Step 2: Run the Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","125","142","markdown","---------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","151","151","inline","Inline code: multi_source_research.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","155","346","yaml","-----------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","352","375","python","Step 2: Run Multi-Source Research","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","384","384","inline","Inline code: fact_checker.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_46.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","388","488","yaml","-----------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","494","514","python","Step 2: Use the Fact-Checker","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","523","523","inline","Inline code: report_generator.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","527","805","yaml","---------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","811","843","python","Step 2: Generate Professional Reports","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","854","865","yaml","---------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","873","878","yaml","-----------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_web_research.rst","886","893","python","------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","31","31","inline","Inline code: sales_etl.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","35","239","yaml","-------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_47.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","245","264","python","Step 2: Run the ETL Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","273","273","inline","Inline code: data_integration.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","277","521","yaml","-----------------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","527","558","python","Step 2: Run Multi-Source Integration","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","567","567","inline","Inline code: data_quality.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","571","815","yaml","----------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","824","824","inline","Inline code: realtime_processing.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","828","923","yaml","------------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","932","990","yaml","Example 1: Customer Data Platform","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","996","1062","yaml","Example 2: Financial Data Pipeline","test_created","tests/snippet_tests_working/test_snippets_batch_48.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","1073","1078","yaml","-----------------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","1086","1091","yaml","------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs_sphinx/tutorials/tutorial_data_processing.rst","1099","1104","yaml","---------------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/development/github_actions.rst","30","30","inline","Inline code: .github/workflows/coverage.yml","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/development/github_actions.rst","36","36","inline","Inline code: https://img.shields.io/endpoint?url=https://gist.g","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/development/github_actions.rst","44","44","inline","Inline code: .github/workflows/tests.yml","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/development/github_actions.rst","54","54","inline","Inline code: .github/workflows/coverage.yml","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/development/github_actions.rst","67","72","bash","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/development/github_actions.rst","93","100","markdown","-------------------","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","20","20","inline","Inline code: ~/.orchestrator/","test_created","tests/snippet_tests_working/test_snippets_batch_49.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","33","35","bash","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","38","38","inline","Inline code: ~/.orchestrator/","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","39","39","inline","Inline code: models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","39","39","inline","Inline code: orchestrator.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","53","81","yaml","~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","86","91","yaml","- llama3.2:1b","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","99","129","yaml","~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","137","144","bash","---------------------","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","161","167","python","------------------------","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","176","187","yaml","Development Environment","test_created","tests/snippet_tests_working/test_snippets_batch_50.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","193","206","yaml","Production Environment","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","212","224","yaml","Resource-Constrained Environment","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/configuration.rst","230","242","yaml","High-Performance Environment","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","9","9","inline","Inline code: models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","16","61","yaml","Configuration Structure","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","88","88","inline","Inline code: 0.082b","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","90","90","inline","Inline code: 1.5t","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","104","112","python","~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","119","119","inline","Inline code: ollama pull <model>","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","121","121","inline","Inline code: 📥 Downloading Ollama model: llama3.1:8b","test_created","tests/snippet_tests_working/test_snippets_batch_51.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","130","133","yaml","~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","156","162","yaml","~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","170","178","yaml","~~~~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","186","196","yaml","~~~~~~~~~~~~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","204","240","yaml","----------------","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","280","291","python","----------------------","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","296","299","text","result = pipeline.run(topic=""AI agents"")","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","305","305","inline","Inline code: expertise: code","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","306","306","inline","Inline code: expertise: reasoning","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","307","307","inline","Inline code: expertise: fast","test_created","tests/snippet_tests_working/test_snippets_batch_52.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","337","338","text","~~~~~~~~~~~~~","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","341","341","inline","Inline code: ollama serve","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","342","342","inline","Inline code: ollama pull gemma2:27b","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","348","349","text","- Try manual installation: ``ollama pull gemma2:27b``","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","359","360","text","- Ensure required models are configured","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","362","362","inline","Inline code: export OPENAI_API_KEY=""sk-...""","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","368","368","inline","Inline code: models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","371","371","inline","Inline code: ~/.orchestrator/models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/model_configuration.rst","373","373","inline","Inline code: $ORCHESTRATOR_HOME/models.yaml","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","12","12","inline","Inline code: orc.init_models()","test_created","tests/snippet_tests_working/test_snippets_batch_53.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","17","17","inline","Inline code: llama3.2:1b","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","21","21","inline","Inline code: TinyLlama/TinyLlama-1.1B-Chat-v1.0","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","34","50","python","Initializing Models","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","60","67","bash","**Ollama Models (Recommended)**","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","74","75","bash","**HuggingFace Models**","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","82","85","bash","**Cloud Models**","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","96","103","python","OpenAI Models","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","109","116","python","Anthropic Models","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","122","128","python","Local Models","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/models_and_adapters.rst","136","144","python","--------------","test_created","tests/snippet_tests_working/test_snippets_batch_54.py","Working test created with basic validation"
"docs/user_guide/yaml_configuration.rst","26","44","yaml","--------------------","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/user_guide/yaml_configuration.rst","52","65","yaml","------------------","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/user_guide/yaml_configuration.rst","73","80","yaml","---------------","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","20","20","inline","Inline code: start()","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","21","21","inline","Inline code: complete(result)","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","22","22","inline","Inline code: fail(error)","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","23","23","inline","Inline code: is_ready()","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","31","31","inline","Inline code: add_task(task)","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","32","32","inline","Inline code: get_task(task_id)","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","33","33","inline","Inline code: get_execution_order()","test_created","tests/snippet_tests_working/test_snippets_batch_55.py","Working test created with basic validation"
"docs/api/core.rst","34","34","inline","Inline code: set_context(key, value)","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","42","42","inline","Inline code: generate(prompt, **kwargs)","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","43","43","inline","Inline code: generate_structured(prompt, schema, **kwargs)","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","44","44","inline","Inline code: can_execute(task)","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","52","52","inline","Inline code: execute_task(task, context)","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","53","53","inline","Inline code: execute_pipeline(pipeline)","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","54","54","inline","Inline code: get_capabilities()","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
"docs/api/core.rst","108","125","python","Basic Usage","test_created","tests/snippet_tests_working/test_snippets_batch_56.py","Working test created with basic validation"
